days,Position X (m),Position Y (m),Position Z (m)
464,2749140447706.644,1132512706455.7869,-31669785804.16593
465,2748941645771.5806,1133092953872.692,-31669225154.193916
466,2748742739973.071,1133673158406.5884,-31668663308.79714
467,2748543730322.389,1134253320037.123,-31668100268.03981
468,2748344616830.815,1134833438743.9463,-31667536031.986195
469,2748145399509.6323,1135413514506.7124,-31666970600.70061
470,2747946078370.1294,1135993547305.0793,-31666403974.24744
471,2747746653423.5996,1136573537118.7092,-31665836152.691116
472,2747547124681.34,1137153483927.2678,-31665267136.096127
473,2747347492154.653,1137733387710.4246,-31664696924.52702
474,2747147755854.8457,1138313248447.8533,-31664125518.048397
475,2746947915793.229,1138893066119.231,-31663552916.724915
476,2746747971981.119,1139472840704.2393,-31662979120.621292
477,2746547924429.837,1140052572182.563,-31662404129.8023
478,2746347773150.7075,1140632260533.891,-31661827944.33276
479,2746147518155.06,1141211905737.9165,-31661250564.27756
480,2745947159454.2295,1141791507774.336,-31660671989.70164
481,2745746697059.554,1142371066622.85,-31660092220.67
482,2745546130982.3784,1142950582263.163,-31659511257.24768
483,2745345461234.05,1143530054674.9834,-31658929099.499798
484,2745144687825.921,1144109483838.0232,-31658345747.491512
485,2744943810769.349,1144688869731.9985,-31657761201.288048
486,2744742830075.6963,1145268212336.6294,-31657175460.954678
487,2744541745756.3286,1145847511631.6394,-31656588526.556736
488,2744340557822.617,1146426767596.7563,-31656000398.15961
489,2744139266285.938,1147005980211.712,-31655411075.828743
490,2743937871157.671,1147585149456.2415,-31654820559.62964
491,2743736372449.2007,1148164275310.0842,-31654228849.62785
492,2743534770171.9165,1148743357752.9834,-31653635945.888992
493,2743333064337.2124,1149322396764.6863,-31653041848.478733
494,2743131254956.487,1149901392324.9438,-31652446557.462795
495,2742929342041.1426,1150480344413.5107,-31651850072.906963
496,2742727325602.5874,1151059253010.146,-31651252394.87707
497,2742525205652.234,1151638118094.612,-31650653523.439014
