days,Position X (m),Position Y (m),Position Z (m)
355,1341420632181.0322,-748625051057.9424,-55042474167.44462
356,1341897467471.7925,-747791272128.2489,-55037067688.968765
357,1342373935462.8362,-746957288049.5742,-55031646110.854416
358,1342850036032.1626,-746123099054.4523,-55026209434.9693
359,1343325769058.0034,-745288705375.5365,-55020757663.190445
360,1343801134418.8228,-744454107245.6001,-55015290797.40421
361,1344276131993.3171,-743619304897.5354,-55009808839.50628
362,1344750761660.416,-742784298564.3535,-55004311791.401634
363,1345225023299.2815,-741949088479.1841,-54998799655.00457
364,1345698916789.3088,-741113674875.2751,-54993272432.238686
365,1346172442010.1265,-740278057985.9923,-54987730125.03688
366,1346645598841.596,-739442238044.819,-54982172735.34135
367,1347118387163.8123,-738606215285.3556,-54976600265.10357
368,1347590806857.104,-737769989941.3197,-54971012716.284325
369,1348062857802.0334,-736933562246.5453,-54965410090.85366
370,1348534539879.3967,-736096932434.9827,-54959792390.79092
371,1349005852970.2236,-735260100740.698,-54954159618.084694
372,1349476796955.7783,-734423067397.873,-54948511774.73288
373,1349947371717.5593,-733585832640.8048,-54942848862.742615
374,1350417577137.2993,-732748396703.9054,-54937170884.1303
375,1350887413096.9656,-731910759821.7014,-54931477840.92161
376,1351356879478.7598,-731072922228.8337,-54925769735.15145
377,1351825976165.1187,-730234884160.0571,-54920046568.864
378,1352294703038.7136,-729396645850.2402,-54914308344.112656
379,1352763059982.4512,-728558207534.3647,-54908555062.960075
380,1353231046879.4731,-727719569447.5254,-54902786727.47815
381,1353698663613.1565,-726880731824.9296,-54897003339.74799
382,1354165910067.1138,-726041694901.8971,-54891204901.85995
383,1354632786125.1929,-725202458913.8596,-54885391415.91359
384,1355099291671.4773,-724363024096.3605,-54879562884.0177
385,1355565426590.2869,-723523390685.0544,-54873719308.29028
386,1356031190766.1768,-722683558915.7072,-54867860690.85854
387,1356496584083.9387,-721843529024.195,-54861987033.8589
388,1356961606428.6003,-721003301246.5045,-54856098339.43697
389,1357426257685.4255,-720162875818.7327,-54850194609.74757
390,1357890537739.915,-719322252977.0857,-54844275846.95469
391,1358354446477.806,-718481432957.8794,-54838342053.23153
392,1358817983785.072,-717640415997.5385,-54832393230.76046
